"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010/2011","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","50","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","53","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","112","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","89","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","47","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","34","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","149","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","121","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","241","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","79","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","81","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","113","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","113","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","118","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","34","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","94","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","95","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","96","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","95","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","96","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","35","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","36","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","34","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","34","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","34","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","39","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","40","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","41","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","40","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","39","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","","..","","","0"
"2000/2001","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","5","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","-7","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","30","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","25","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","58","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","76","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","149","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","239","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","227","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","151","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","189","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","206","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","136","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","188","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","586","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","624","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","824","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","1152","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","744","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","979","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","109","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","2347","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","997","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2001/2002","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2002/2003","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2003/2004","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2004/2005","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2005/2006","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2007/2008","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2008/2009","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2010/2011","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2016/2017","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","3535","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","5181","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","5231","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Non-permanent residents, outflows","Persons","249","units","0","v1566834730","3.15","","..","","","0"
"2001/2002","Prince Edward Island","2016A000211","Non-permanent residents, outflows","Persons","249","units","0","v1566834730","3.15","","..","","","0"
